"@timestamp","process.executable","process.name","process.working_directory","user.name","event.action","process.args",message
"Oct 25, 2022 @ 02:17:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 2260) by user root STARTED"
"Oct 25, 2022 @ 02:15:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 1231) by user root STOPPED"
"Oct 25, 2022 @ 02:15:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 1232) by user root STOPPED"
"Oct 25, 2022 @ 02:15:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 1231) by user root STARTED"
"Oct 25, 2022 @ 02:15:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 1232) by user root STARTED"
"Oct 25, 2022 @ 02:10:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 31137) by user root STOPPED"
"Oct 25, 2022 @ 02:10:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 31133) by user root STOPPED"
"Oct 25, 2022 @ 02:10:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 31137) by user root STARTED"
"Oct 25, 2022 @ 02:10:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 31133) by user root STARTED"
"Oct 25, 2022 @ 02:08:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 30105) by user root STOPPED"
"Oct 25, 2022 @ 02:08:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 30109) by user root STOPPED"
"Oct 25, 2022 @ 02:08:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 30105) by user root STARTED"
"Oct 25, 2022 @ 02:08:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 30109) by user root STARTED"
"Oct 25, 2022 @ 02:05:11.901","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 28573) by user root STOPPED"
"Oct 25, 2022 @ 02:05:11.901","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 28572) by user root STOPPED"
"Oct 25, 2022 @ 02:05:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 28573) by user root STARTED"
"Oct 25, 2022 @ 02:05:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 28572) by user root STARTED"
"Oct 25, 2022 @ 02:03:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 27544) by user root STOPPED"
"Oct 25, 2022 @ 02:03:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 27545) by user root STOPPED"
"Oct 25, 2022 @ 02:03:01.901","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 27545) by user root STARTED"
"Oct 25, 2022 @ 02:03:01.901","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 27544) by user root STARTED"
"Oct 25, 2022 @ 02:00:01.900","/bin/dash",sh,"/var/research",root,"process_error","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","ERROR for PID 26003: failed to get namespaces for /bin/dash PID 26003: stat /proc/26003/ns/mnt: no such file or directory"
"Oct 25, 2022 @ 02:00:01.900","/bin/tar",tar,"/var/research",root,"process_error","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","ERROR for PID 26007: failed to get namespaces for /bin/tar PID 26007: stat /proc/26007/ns/mnt: no such file or directory"
"Oct 25, 2022 @ 01:57:11.899","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 24412) by user root STOPPED"
"Oct 25, 2022 @ 01:57:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 24412) by user root STARTED"
"Oct 25, 2022 @ 01:50:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 20820) by user root STOPPED"
"Oct 25, 2022 @ 01:50:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 20814) by user root STOPPED"
"Oct 25, 2022 @ 01:50:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 20814) by user root STARTED"
"Oct 25, 2022 @ 01:50:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 20820) by user root STARTED"
"Oct 25, 2022 @ 01:48:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 19796) by user root STOPPED"
"Oct 25, 2022 @ 01:48:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c, sh test.sh","Process sh (PID: 20035) by user root STOPPED"
"Oct 25, 2022 @ 01:48:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","sh, test.sh","Process sh (PID: 20036) by user root STOPPED"
"Oct 25, 2022 @ 01:48:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 19790) by user root STOPPED"
"Oct 25, 2022 @ 01:48:01.900","/bin/dash",sh,"/var/research",root,"process_started","sh, test.sh","Process sh (PID: 20036) by user root STARTED"
"Oct 25, 2022 @ 01:48:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c, sh test.sh","Process sh (PID: 20035) by user root STARTED"
"Oct 25, 2022 @ 01:48:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 19790) by user root STARTED"
"Oct 25, 2022 @ 01:48:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 19796) by user root STARTED"
"Oct 25, 2022 @ 01:47:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 19282) by user root STOPPED"
"Oct 25, 2022 @ 01:47:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 19283) by user root STOPPED"
"Oct 25, 2022 @ 01:47:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 19282) by user root STARTED"
"Oct 25, 2022 @ 01:47:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 19283) by user root STARTED"
"Oct 25, 2022 @ 01:44:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 17744) by user root STOPPED"
"Oct 25, 2022 @ 01:44:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 17741) by user root STOPPED"
"Oct 25, 2022 @ 01:44:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 17744) by user root STARTED"
"Oct 25, 2022 @ 01:44:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 17741) by user root STARTED"
"Oct 25, 2022 @ 01:42:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 16714) by user root STOPPED"
"Oct 25, 2022 @ 01:42:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 16718) by user root STOPPED"
"Oct 25, 2022 @ 01:42:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 16714) by user root STARTED"
"Oct 25, 2022 @ 01:42:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 16718) by user root STARTED"
"Oct 25, 2022 @ 01:40:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 15690) by user root STOPPED"
"Oct 25, 2022 @ 01:40:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 15694) by user root STOPPED"
"Oct 25, 2022 @ 01:40:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 15690) by user root STARTED"
"Oct 25, 2022 @ 01:40:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 15694) by user root STARTED"
"Oct 25, 2022 @ 01:37:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 14158) by user root STOPPED"
"Oct 25, 2022 @ 01:37:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 14157) by user root STOPPED"
"Oct 25, 2022 @ 01:37:01.901","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 14158) by user root STARTED"
"Oct 25, 2022 @ 01:37:01.901","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 14157) by user root STARTED"
"Oct 25, 2022 @ 01:36:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 13639) by user root STOPPED"
"Oct 25, 2022 @ 01:36:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 13645) by user root STOPPED"
"Oct 25, 2022 @ 01:36:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 13645) by user root STARTED"
"Oct 25, 2022 @ 01:36:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 13639) by user root STARTED"
"Oct 25, 2022 @ 01:32:11.901","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 11594) by user root STOPPED"
"Oct 25, 2022 @ 01:32:11.901","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 11589) by user root STOPPED"
"Oct 25, 2022 @ 01:32:01.899","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 11589) by user root STARTED"
"Oct 25, 2022 @ 01:32:01.899","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 11594) by user root STARTED"
"Oct 25, 2022 @ 01:30:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 10564) by user root STOPPED"
"Oct 25, 2022 @ 01:30:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 10569) by user root STOPPED"
"Oct 25, 2022 @ 01:30:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 10569) by user root STARTED"
"Oct 25, 2022 @ 01:30:01.900","/bin/dash",sh,"/var/research",root,"process_error","/bin/sh, -c, sh test.sh","ERROR for PID 10654: failed to get namespaces for /bin/dash PID 10654: stat /proc/10654/ns/mnt: no such file or directory"
"Oct 25, 2022 @ 01:30:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 10564) by user root STARTED"
"Oct 25, 2022 @ 01:27:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 9032) by user root STOPPED"
"Oct 25, 2022 @ 01:27:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 9033) by user root STOPPED"
"Oct 25, 2022 @ 01:27:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 9033) by user root STARTED"
"Oct 25, 2022 @ 01:27:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 9032) by user root STARTED"
"Oct 25, 2022 @ 01:23:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 6981) by user root STOPPED"
"Oct 25, 2022 @ 01:23:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 6982) by user root STOPPED"
"Oct 25, 2022 @ 01:23:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 6981) by user root STARTED"
"Oct 25, 2022 @ 01:23:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 6982) by user root STARTED"
"Oct 25, 2022 @ 01:23:01.900","/bin/dash",sh,"/var/research",root,"process_error","/bin/sh, -c, sh test.sh","ERROR for PID 7169: failed to get namespaces for /bin/dash PID 7169: stat /proc/7169/ns/mnt: no such file or directory"
"Oct 25, 2022 @ 01:22:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 6472) by user root STOPPED"
"Oct 25, 2022 @ 01:22:11.900","/bin/dash",sh,"/root",root,"process_stopped","/bin/sh, -c, cat /home/resch/.scripts/fndd-stripped.txt | xargs -I ","Process sh (PID: 6463) by user root STOPPED"
"Oct 25, 2022 @ 01:22:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 6465) by user root STOPPED"
"Oct 25, 2022 @ 01:22:01.901","/bin/dash",sh,"/root",root,"process_started","/bin/sh, -c, cat /home/resch/.scripts/fndd-stripped.txt | xargs -I ","Process sh (PID: 6463) by user root STARTED"
"Oct 25, 2022 @ 01:22:01.901","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 6472) by user root STARTED"
"Oct 25, 2022 @ 01:22:01.901","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 6465) by user root STARTED"
"Oct 25, 2022 @ 01:19:11.901","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 4931) by user root STOPPED"
"Oct 25, 2022 @ 01:19:11.901","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 4932) by user root STOPPED"
"Oct 25, 2022 @ 01:19:01.901","/bin/dash",sh,"/var/research",root,"process_error","/bin/sh, -c, sh test.sh","ERROR for PID 5357: failed to get namespaces for /bin/dash PID 5357: stat /proc/5357/ns/mnt: no such file or directory"
"Oct 25, 2022 @ 01:19:01.901","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 4931) by user root STARTED"
"Oct 25, 2022 @ 01:19:01.901","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 4932) by user root STARTED"
"Oct 25, 2022 @ 01:17:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 3905) by user root STOPPED"
"Oct 25, 2022 @ 01:17:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 3906) by user root STOPPED"
"Oct 25, 2022 @ 01:17:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 3906) by user root STARTED"
"Oct 25, 2022 @ 01:17:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 3905) by user root STARTED"
"Oct 25, 2022 @ 01:17:01.900","/bin/dash",sh,"/var/research",root,"process_error","/bin/sh, -c, sh test.sh","ERROR for PID 4106: failed to get namespaces for /bin/dash PID 4106: stat /proc/4106/ns/mnt: no such file or directory"
"Oct 25, 2022 @ 01:14:11.901","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 2360) by user root STOPPED"
"Oct 25, 2022 @ 01:14:11.901","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 2365) by user root STOPPED"
"Oct 25, 2022 @ 01:14:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 2365) by user root STARTED"
"Oct 25, 2022 @ 01:14:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 2360) by user root STARTED"
"Oct 25, 2022 @ 01:12:11.899","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 1334) by user root STOPPED"
"Oct 25, 2022 @ 01:12:11.899","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 1339) by user root STOPPED"
"Oct 25, 2022 @ 01:12:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 1334) by user root STARTED"
"Oct 25, 2022 @ 01:12:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 1339) by user root STARTED"
"Oct 25, 2022 @ 01:10:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 312) by user root STOPPED"
"Oct 25, 2022 @ 01:10:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 308) by user root STOPPED"
"Oct 25, 2022 @ 01:10:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 308) by user root STARTED"
"Oct 25, 2022 @ 01:10:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 312) by user root STARTED"
"Oct 25, 2022 @ 01:08:11.900","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 31752) by user root STOPPED"
"Oct 25, 2022 @ 01:08:11.900","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 31755) by user root STOPPED"
"Oct 25, 2022 @ 01:08:01.900","/bin/tar",tar,"/var/research",root,"process_started","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 31755) by user root STARTED"
"Oct 25, 2022 @ 01:08:01.900","/bin/dash",sh,"/var/research",root,"process_started","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 31752) by user root STARTED"
"Oct 25, 2022 @ 01:05:11.901","/bin/tar",tar,"/var/research",root,"process_stopped","tar, cf, /var/backups/backup.tgz, --checkpoint-action=exec=sh test.sh, --checkpoint=1, 3204ResearchMaterials, research1.lock64, research2.lock64, test.sh","Process tar (PID: 30219) by user root STOPPED"
"Oct 25, 2022 @ 01:05:11.901","/bin/dash",sh,"/var/research",root,"process_stopped","/bin/sh, -c,   cd /var/research && tar cf /var/backups/backup.tgz *","Process sh (PID: 30218) by user root STOPPED"
